---------------------------------------------------------------------------------------------
Output for  sample-f.txt
---------------------------------------------------------------------------------------------
('total number of words=', 2978954)
('total number of distinct words=', 45509)
('popular_threshold_word=', 2276.0)
('common_threshold_l_word=', 21616.0)
('common_threshold_u_word=', 23893.0)
('rare_threshold_word=', 43233.0)
---------------------------------------------------------------------------------------------

Popular Words
+----+--------------+---------+
|Rank|Word          |Frequency|
|2080|slipped       |123      |
|2081|smite         |123      |
|2082|suburbs       |123      |
|2083|tied          |123      |
|2084|torvald       |123      |
|2085|u             |123      |
|2086|acquaintance  |122      |
|2087|bag           |122      |
|2088|campaign      |122      |
|2089|charles       |122      |
|2090|didst         |122      |
|2091|estate        |122      |
|2092|falling       |122      |
|2093|honest        |122      |
|2094|imagine       |122      |
|2095|lands         |122      |
|2096|listening     |122      |
|2097|nigh          |122      |
|2098|price         |122      |
|2099|rate          |122      |
|2100|rolled        |122      |
|2101|slaves        |122      |
|2102|slay          |122      |
|2103|social        |122      |
|2104|swear         |122      |
|2105|treasury      |122      |
|2106|appears       |121      |
|2107|bearing       |121      |
|2108|contract      |121      |
|2109|growing       |121      |
|2110|interested    |121      |
|2111|kissing       |121      |
|2112|main          |121      |
|2113|mistake       |121      |
|2114|published     |121      |
|2115|rome          |121      |
|2116|site          |121      |
|2117|square        |121      |
|2118|substance     |121      |
|2119|assyria       |120      |
|2120|choice        |120      |
|2121|frequently    |120      |
|2122|gentle        |120      |
|2123|gradually     |120      |
|2124|hither        |120      |
|2125|hungry        |120      |
|2126|immediate     |120      |
|2127|issue         |120      |
|2128|legal         |120      |
|2129|louise        |120      |
|2130|method        |120      |
|2131|noble         |120      |
|2132|pardon        |120      |
|2133|patience      |120      |
|2134|reputation    |120      |
|2135|tent          |120      |
|2136|text          |120      |
|2137|bitter        |119      |
|2138|creating      |119      |
|2139|discover      |119      |
|2140|feed          |119      |
|2141|hurry         |119      |
|2142|join          |119      |
|2143|occasions     |119      |
|2144|pages         |119      |
|2145|possibly      |119      |
|2146|principles    |119      |
|2147|staff         |119      |
|2148|status        |119      |
|2149|throw         |119      |
|2150|verse         |119      |
|2151|wherewith     |119      |
|2152|winter        |119      |
|2153|won           |119      |
|2154|abide         |118      |
|2155|ability       |118      |
|2156|administration|118      |
|2157|ahead         |118      |
|2158|anxiety       |118      |
|2159|assistance    |118      |
|2160|copying       |118      |
|2161|damage        |118      |
|2162|deeply        |118      |
|2163|kindly        |118      |
|2164|male          |118      |
|2165|p             |118      |
|2166|points        |118      |
|2167|poured        |118      |
|2168|requirements  |118      |
|2169|shake         |118      |
|2170|shown         |118      |
|2171|stead         |118      |
|2172|victory       |118      |
|2173|voices        |118      |
|2174|voyage        |118      |
|2175|colonel       |117      |
|2176|consumed      |117      |
|2177|entire        |117      |
|2178|flew          |117      |
|2179|franklin      |117      |
|2180|hidden        |117      |
|2181|idols         |117      |
|2182|informed      |117      |
|2183|nurse         |117      |
|2184|obtained      |117      |
|2185|produce       |117      |
|2186|remarkable    |117      |
|2187|sky           |117      |
|2188|suffering     |117      |
|2189|walker        |117      |
|2190|wings         |117      |
|2191|angels        |116      |
|2192|chose         |116      |
|2193|complete      |116      |
|2194|council       |116      |
|2195|firm          |116      |
|2196|foreign       |116      |
|2197|fury          |116      |
|2198|goodness      |116      |
|2199|stock         |116      |
|2200|utter         |116      |
|2201|apart         |115      |
|2202|beneath       |115      |
|2203|career        |115      |
|2204|chariots      |115      |
|2205|demand        |115      |
|2206|explanation   |115      |
|2207|hence         |115      |
|2208|household     |115      |
|2209|punish        |115      |
|2210|reasonable    |115      |
|2211|season        |115      |
|2212|shed          |115      |
|2213|solemn        |115      |
|2214|wit           |115      |
|2215|constitution  |114      |
|2216|eleven        |114      |
|2217|gospel        |114      |
|2218|govern        |114      |
|2219|haste         |114      |
|2220|ii            |114      |
|2221|invited       |114      |
|2222|nearer        |114      |
|2223|spare         |114      |
|2224|accompanied   |113      |
|2225|brilliant     |113      |
|2226|cap           |113      |
|2227|convention    |113      |
|2228|county        |113      |
|2229|curse         |113      |
|2230|defect        |113      |
|2231|defend        |113      |
|2232|drove         |113      |
|2233|faint         |113      |
|2234|plate         |113      |
|2235|popular       |113      |
|2236|reproach      |113      |
|2237|succeeded     |113      |
|2238|upper         |113      |
|2239|bob           |112      |
|2240|charlotte     |112      |
|2241|double        |112      |
|2242|eating        |112      |
|2243|eighteen      |112      |
|2244|flee          |112      |
|2245|format        |112      |
|2246|highest       |112      |
|2247|importance    |112      |
|2248|introduced    |112      |
|2249|la            |112      |
|2250|older         |112      |
|2251|proceed       |112      |
|2252|render        |112      |
|2253|rough         |112      |
|2254|sending       |112      |
|2255|stick         |112      |
|2256|tables        |112      |
|2257|welcome       |112      |
|2258|carrying      |111      |
|2259|cave          |111      |
|2260|content       |111      |
|2261|earnest       |111      |
|2262|encomenderos  |111      |
|2263|evidently     |111      |
|2264|hopes         |111      |
|2265|knowed        |111      |
|2266|loving        |111      |
|2267|nights        |111      |
|2268|oxen          |111      |
|2269|quality       |111      |
|2270|suggested     |111      |
|2271|thinks        |111      |
|2272|useful        |111      |
|2273|warre         |111      |
|2274|attend        |110      |
|2275|commit        |110      |
|2276|completely    |110      |
+----+--------------+---------+

Common Word
+-----+------------------+---------+
|Rank |Word              |Frequency|
+-----+------------------+---------+
|21616|contralto         |3        |
|21617|contraries        |3        |
|21618|contrariety       |3        |
|21619|contributing      |3        |
|21620|contriving        |3        |
|21621|controul          |3        |
|21622|controverted      |3        |
|21623|convalescent      |3        |
|21624|conveniency       |3        |
|21625|conventionalities |3        |
|21626|conventions       |3        |
|21627|convex            |3        |
|21628|conveyance        |3        |
|21629|conveys           |3        |
|21630|convocations      |3        |
|21631|convolutions      |3        |
|21632|cookson           |3        |
|21633|cools             |3        |
|21634|copley            |3        |
|21635|coquetry          |3        |
|21636|corah             |3        |
|21637|cormorants        |3        |
|21638|correctness       |3        |
|21639|corridors         |3        |
|21640|corroborated      |3        |
|21641|corsairs          |3        |
|21642|cortege           |3        |
|21643|cottonwoods       |3        |
|21644|couldst           |3        |
|21645|counteract        |3        |
|21646|counteracted      |3        |
|21647|counters          |3        |
|21648|counteth          |3        |
|21649|courland          |3        |
|21650|coursed           |3        |
|21651|coursing          |3        |
|21652|coutades          |3        |
|21653|coutinho          |3        |
|21654|cove              |3        |
|21655|cowley            |3        |
|21656|coyote            |3        |
|21657|cp                |3        |
|21658|cravats           |3        |
|21659|crave             |3        |
|21660|craven            |3        |
|21661|creases           |3        |
|21662|creates           |3        |
|21663|creations         |3        |
|21664|credible          |3        |
|21665|creepy            |3        |
|21666|creoles           |3        |
|21667|crepe             |3        |
|21668|cretans           |3        |
|21669|crier             |3        |
|21670|crimp             |3        |
|21671|crinkle           |3        |
|21672|cripple           |3        |
|21673|crispus           |3        |
|21674|cristoval         |3        |
|21675|criticise         |3        |
|21676|croaked           |3        |
|21677|crosbie           |3        |
|21678|crossings         |3        |
|21679|crossly           |3        |
|21680|crosstrees        |3        |
|21681|crouching         |3        |
|21682|crudeness         |3        |
|21683|crummy            |3        |
|21684|crusoe            |3        |
|21685|cub               |3        |
|21686|cuellar           |3        |
|21687|cumbersome        |3        |
|21688|cunting           |3        |
|21689|cupola            |3        |
|21690|curb              |3        |
|21691|curdy             |3        |
|21692|cures             |3        |
|21693|curriculum        |3        |
|21694|curtsey           |3        |
|21695|curtsied          |3        |
|21696|curtsy            |3        |
|21697|cushioned         |3        |
|21698|cutlass           |3        |
|21699|cuttings          |3        |
|21700|cylinders         |3        |
|21701|dabbled           |3        |
|21702|dale              |3        |
|21703|dalibard          |3        |
|21704|dally             |3        |
|21705|damaskeened       |3        |
|21706|damning           |3        |
|21707|dampness          |3        |
|21708|damrell           |3        |
|21709|damsels           |3        |
|21710|daneland          |3        |
|21711|dangersome        |3        |
|21712|darkening         |3        |
|21713|darn              |3        |
|21714|darned            |3        |
|21715|daubing           |3        |
|21716|davalos           |3        |
|21717|dave              |3        |
|21718|dawdling          |3        |
|21719|daze              |3        |
|21720|deaderich         |3        |
|21721|deafening         |3        |
|21722|deale             |3        |
|21723|debar             |3        |
|21724|debarred          |3        |
|21725|debauched         |3        |
|21726|debonair          |3        |
|21727|debris            |3        |
|21728|debut             |3        |
|21729|decapolis         |3        |
|21730|decatur           |3        |
|21731|deceiveth         |3        |
|21732|declines          |3        |
|21733|declineth         |3        |
|21734|declivity         |3        |
|21735|decorate          |3        |
|21736|deduct            |3        |
|21737|deems             |3        |
|21738|deepening         |3        |
|21739|defeats           |3        |
|21740|deferent          |3        |
|21741|deferential       |3        |
|21742|deffisit          |3        |
|21743|defies            |3        |
|21744|defines           |3        |
|21745|definitive        |3        |
|21746|defoe             |3        |
|21747|defrees           |3        |
|21748|degenerating      |3        |
|21749|degul             |3        |
|21750|delighting        |3        |
|21751|delineation       |3        |
|21752|deliriously       |3        |
|21753|deliveredst       |3        |
|21754|delivers          |3        |
|21755|deluded           |3        |
|21756|deluged           |3        |
|21757|demented          |3        |
|21758|demigod           |3        |
|21759|demijohn          |3        |
|21760|demoralising      |3        |
|21761|demurred          |3        |
|21762|deos              |3        |
|21763|depositing        |3        |
|21764|deprivation       |3        |
|21765|derangement       |3        |
|21766|derelict          |3        |
|21767|deriving          |3        |
|21768|descalced         |3        |
|21769|descartes         |3        |
|21770|descendents       |3        |
|21771|designate         |3        |
|21772|desks             |3        |
|21773|despaire          |3        |
|21774|despises          |3        |
|21775|despising         |3        |
|21776|despiteful        |3        |
|21777|despitefully      |3        |
|21778|despoiler         |3        |
|21779|despotic          |3        |
|21780|destinies         |3        |
|21781|destitution       |3        |
|21782|destructions      |3        |
|21783|detectives        |3        |
|21784|dethroned         |3        |
|21785|developments      |3        |
|21786|devest            |3        |
|21787|devilishly        |3        |
|21788|devious           |3        |
|21789|devises           |3        |
|21790|devising          |3        |
|21791|devonshire        |3        |
|21792|devours           |3        |
|21793|dewitt            |3        |
|21794|dexter            |3        |
|21795|dictation         |3        |
|21796|dictators         |3        |
|21797|dictatorship      |3        |
|21798|differs           |3        |
|21799|diffidently       |3        |
|21800|diffuse           |3        |
|21801|diffusion         |3        |
|21802|digestion         |3        |
|21803|diggeth           |3        |
|21804|dignitaries       |3        |
|21805|dimmed            |3        |
|21806|dinghy            |3        |
|21807|disadvantages     |3        |
|21808|disagree          |3        |
|21809|disappearance     |3        |
|21810|disappointing     |3        |
|21811|disapproving      |3        |
|21812|disarm            |3        |
|21813|disarmed          |3        |
|21814|disasters         |3        |
|21815|disbanded         |3        |
|21816|discernment       |3        |
|21817|discipulus        |3        |
|21818|disclaimed        |3        |
|21819|discoloured       |3        |
|21820|discordances      |3        |
|21821|discords          |3        |
|21822|discrepancies     |3        |
|21823|discriminate      |3        |
|21824|discriminating    |3        |
|21825|disdainfully      |3        |
|21826|disfigured        |3        |
|21827|disheartening     |3        |
|21828|dishonoureth      |3        |
|21829|dislodged         |3        |
|21830|dismantled        |3        |
|21831|dismount          |3        |
|21832|dismounted        |3        |
|21833|disordered        |3        |
|21834|dispense          |3        |
|21835|dispirited        |3        |
|21836|displaced         |3        |
|21837|displeases        |3        |
|21838|disproportionate  |3        |
|21839|disproportionately|3        |
|21840|disproved         |3        |
|21841|disquiet          |3        |
|21842|disrespectful     |3        |
|21843|dissect           |3        |
|21844|dissembled        |3        |
|21845|dissension        |3        |
|21846|dissimilar        |3        |
|21847|distillery        |3        |
|21848|distinguishable   |3        |
|21849|disused           |3        |
|21850|diver             |3        |
|21851|divergent         |3        |
|21852|divides           |3        |
|21853|divined           |3        |
|21854|dixie             |3        |
|21855|dixon             |3        |
|21856|doan              |3        |
|21857|docility          |3        |
|21858|dodges            |3        |
|21859|doggedly          |3        |
|21860|doggery           |3        |
|21861|dogmas            |3        |
|21862|dogmatical        |3        |
|21863|dogood            |3        |
|21864|dolphins          |3        |
|21865|domesticity       |3        |
|21866|dominated         |3        |
|21867|domineer          |3        |
|21868|dominic           |3        |
|21869|donc              |3        |
|21870|doore             |3        |
|21871|dorcas            |3        |
|21872|dores             |3        |
|21873|dosed             |3        |
|21874|dothan            |3        |
|21875|dovecote          |3        |
|21876|dowdy             |3        |
|21877|downtown          |3        |
|21878|drab              |3        |
|21879|drafts            |3        |
|21880|drained           |3        |
|21881|dramatis          |3        |
|21882|drawback          |3        |
|21883|dreames           |3        |
|21884|drier             |3        |
|21885|drieth            |3        |
|21886|driftwood         |3        |
|21887|drinker           |3        |
|21888|drizzle           |3        |
|21889|dromedaries       |3        |
|21890|droves            |3        |
|21891|drowsily          |3        |
|21892|drowsing          |3        |
|21893|drudge            |3        |
|21894|drudgery          |3        |
|21895|drugget           |3        |
|21896|dual              |3        |
|21897|dubiously         |3        |
|21898|ducked            |3        |
|21899|duds              |3        |
|21900|duggan            |3        |
|21901|dulcimer          |3        |
|21902|dulled            |3        |
|21903|dully             |3        |
|21904|dumbe             |3        |
|21905|dumpy             |3        |
|21906|dunnage           |3        |
|21907|dupont            |3        |
|21908|duster            |3        |
|21909|dutchesse         |3        |
|21910|dutiful           |3        |
|21911|dwellingplace     |3        |
|21912|dyer              |3        |
|21913|dyspeptic         |3        |
|21914|easiness          |3        |
|21915|easter            |3        |
|21916|eater             |3        |
|21917|eaters            |3        |
|21918|eaton             |3        |
|21919|ebiasaph          |3        |
|21920|ecstatic          |3        |
|21921|ecstatically      |3        |
|21922|eder              |3        |
|21923|edging            |3        |
|21924|edified           |3        |
|21925|edifieth          |3        |
|21926|eerie             |3        |
|21927|effeminate        |3        |
|21928|efficiency        |3        |
|21929|efficiently       |3        |
|21930|effusive          |3        |
|21931|ego               |3        |
|21932|eightieth         |3        |
|21933|ejaculation       |3        |
|21934|eke               |3        |
|21935|elaborately       |3        |
|21936|elaboration       |3        |
|21937|elan              |3        |
|21938|elasticity        |3        |
|21939|electors          |3        |
|21940|elects            |3        |
|21941|elegantly         |3        |
|21942|elevate           |3        |
|21943|eliada            |3        |
|21944|eliah             |3        |
|21945|elishah           |3        |
|21946|ell               |3        |
|21947|elle              |3        |
|21948|elocution         |3        |
|21949|eloquently        |3        |
|21950|eloth             |3        |
|21951|elpaal            |3        |
|21952|elude             |3        |
|21953|eluded            |3        |
|21954|elysium           |3        |
|21955|emanate           |3        |
|21956|emancipated       |3        |
|21957|embargo           |3        |
|21958|embark            |3        |
|21959|embarrass         |3        |
|21960|embarrassments    |3        |
|21961|embedded          |3        |
|21962|embodied          |3        |
|21963|embody            |3        |
|21964|embodying         |3        |
|21965|emend             |3        |
|21966|emergencies       |3        |
|21967|emigrants         |3        |
|21968|emigrating        |3        |
|21969|emigration        |3        |
|21970|emitted           |3        |
|21971|emolument         |3        |
|21972|emphasize         |3        |
|21973|emphasizing       |3        |
|21974|empowered         |3        |
|21975|enact             |3        |
|21976|enchanters        |3        |
|21977|enclose           |3        |
|21978|enclosures        |3        |
|21979|encourages        |3        |
|21980|encouragingly     |3        |
|21981|encumbrance       |3        |
|21982|endangered        |3        |
|21983|endowment         |3        |
|21984|endurable         |3        |
|21985|enforme           |3        |
|21986|engannim          |3        |
|21987|engendered        |3        |
|21988|engineering       |3        |
|21989|engraver          |3        |
|21990|engross           |3        |
|21991|enlargeth         |3        |
|21992|enmities          |3        |
|21993|enraptured        |3        |
|21994|enriching         |3        |
|21995|ensigns           |3        |
|21996|entangling        |3        |
|21997|entertains        |3        |
|21998|enthroned         |3        |
|21999|enthusiastically  |3        |
|22000|entities          |3        |
|22001|entrails          |3        |
|22002|envelopes         |3        |
|22003|environment       |3        |
|22004|eotena            |3        |
|22005|ep                |3        |
|22006|eph               |3        |
|22007|ephes             |3        |
|22008|ephrathite        |3        |
|22009|epicycles         |3        |
|22010|episcopal         |3        |
|22011|epitome           |3        |
|22012|equalitie         |3        |
|22013|equipages         |3        |
|22014|errata            |3        |
|22015|esarhaddon        |3        |
|22016|escapades         |3        |
|22017|especiall         |3        |
|22018|espousals         |3        |
|22019|esrom             |3        |
|22020|estevan           |3        |
|22021|ethiques          |3        |
|22022|eton              |3        |
|22023|eugene            |3        |
|22024|eugenie           |3        |
|22025|eum               |3        |
|22026|evacuation        |3        |
|22027|evacuations       |3        |
|22028|evading           |3        |
|22029|evangelist        |3        |
|22030|evangelization    |3        |
|22031|evaporated        |3        |
|22032|evarts            |3        |
|22033|evasions          |3        |
|22034|eveline           |3        |
|22035|evelyn            |3        |
|22036|evergreen         |3        |
|22037|evoking           |3        |
|22038|examiner          |3        |
|22039|exceedeth         |3        |
|22040|excellences       |3        |
|22041|excelleth         |3        |
|22042|excelling         |3        |
|22043|excerpt           |3        |
|22044|excesse           |3        |
|22045|excitable         |3        |
|22046|excites           |3        |
|22047|excludes          |3        |
|22048|excusing          |3        |
|22049|executions        |3        |
|22050|exemplary         |3        |
|22051|exemplified       |3        |
|22052|exeter            |3        |
|22053|exhaled           |3        |
|22054|exhortations      |3        |
|22055|exhorteth         |3        |
|22056|exodus            |3        |
|22057|exonerate         |3        |
|22058|exonerated        |3        |
|22059|exorcised         |3        |
|22060|expel             |3        |
|22061|expire            |3        |
|22062|expiring          |3        |
|22063|explanatory       |3        |
|22064|explorer          |3        |
|22065|exposes           |3        |
|22066|expresseth        |3        |
|22067|extendeth         |3        |
|22068|extenuated        |3        |
|22069|exterminated      |3        |
|22070|extinguisher      |3        |
|22071|extinguishing     |3        |
|22072|extolled          |3        |
|22073|extortioners      |3        |
|22074|extracting        |3        |
|22075|extraneous        |3        |
|22076|exuberant         |3        |
|22077|eziongeber        |3        |
|22078|fabric            |3        |
|22079|facilitated       |3        |
|22080|facilities        |3        |
|22081|facsimile         |3        |
|22082|factum            |3        |
|22083|fainter           |3        |
|22084|fainthearted      |3        |
|22085|falcon            |3        |
|22086|fallibility       |3        |
|22087|fallible          |3        |
|22088|falsehoods        |3        |
|22089|familiarities     |3        |
|22090|famines           |3        |
|22091|fanatical         |3        |
|22092|fancying          |3        |
|22093|farce             |3        |
|22094|farmyard          |3        |
|22095|farragut          |3        |
|22096|farting           |3        |
|22097|fasces            |3        |
|22098|fashioneth        |3        |
|22099|fastings          |3        |
|22100|fastned           |3        |
|22101|fateful           |3        |
|22102|fatuous           |3        |
|22103|favoring          |3        |
|22104|fearest           |3        |
|22105|fearther          |3        |
|22106|feasible          |3        |
|22107|fellowservants    |3        |
|22108|fernandez         |3        |
|22109|ferret            |3        |
|22110|fervid            |3        |
|22111|festivals         |3        |
|22112|festooned         |3        |
|22113|fete              |3        |
|22114|fetid             |3        |
|22115|fey               |3        |
|22116|fickle            |3        |
|22117|fictions          |3        |
|22118|fidgeted          |3        |
|22119|fidgeting         |3        |
|22120|fidgets           |3        |
|22121|fiercer           |3        |
|22122|figuratively      |3        |
|22123|fiji              |3        |
|22124|filleted          |3        |
|22125|finances          |3        |
|22126|fined             |3        |
|22127|finnsburg         |3        |
|22128|firebrand         |3        |
|22129|firme             |3        |
|22130|fitela            |3        |
|22131|fixtures          |3        |
|22132|flakes            |3        |
|22133|flaky             |3        |
|22134|flamboyant        |3        |
|22135|flanders          |3        |
|22136|flank             |3        |
|22137|flanked           |3        |
|22138|flaps             |3        |
|22139|flared            |3        |
|22140|flatly            |3        |
|22141|flatness          |3        |
|22142|flaunting         |3        |
|22143|flavor            |3        |
|22144|flay              |3        |
|22145|fleming           |3        |
|22146|flicked           |3        |
|22147|flickered         |3        |
|22148|flinch            |3        |
|22149|flirts            |3        |
|22150|flitted           |3        |
|22151|florence          |3        |
|22152|florins           |3        |
|22153|fluent            |3        |
|22154|flyaway           |3        |
|22155|foamed            |3        |
|22156|fobs              |3        |
|22157|focused           |3        |
|22158|foi               |3        |
|22159|fol               |3        |
|22160|followes          |3        |
|22161|fontenoy          |3        |
|22162|fooles            |3        |
|22163|football          |3        |
|22164|footprints        |3        |
|22165|forbare           |3        |
|22166|forbeare          |3        |
|22167|fords             |3        |
|22168|forementioned     |3        |
|22169|foreseeth         |3        |
|22170|foretelling       |3        |
|22171|forgiveth         |3        |
|22172|formalities       |3        |
|22173|formeth           |3        |
|22174|formless          |3        |
|22175|formosa           |3        |
|22176|fornications      |3        |
|22177|forsaking         |3        |
|22178|forties           |3        |
|22179|fortresses        |3        |
|22180|foundered         |3        |
|22181|founding          |3        |
|22182|fourfooted        |3        |
|22183|fowler            |3        |
|22184|fragile           |3        |
|22185|frankmen          |3        |
|22186|fraught           |3        |
|22187|freakish          |3        |
|22188|freaware          |3        |
|22189|freer             |3        |
|22190|frenchy           |3        |
|22191|freshen           |3        |
|22192|freshest          |3        |
|22193|freshman          |3        |
|22194|frictions         |3        |
|22195|friendlier        |3        |
|22196|friendships       |3        |
|22197|friesland         |3        |
|22198|frigs             |3        |
|22199|frisked           |3        |
|22200|frisking          |3        |
|22201|frizzle           |3        |
|22202|frizzled          |3        |
|22203|frolicking        |3        |
|22204|frolicsome        |3        |
|22205|frontlets         |3        |
|22206|froth             |3        |
|22207|frowardness       |3        |
|22208|frowns            |3        |
|22209|frugal            |3        |
|22210|fruitlessly       |3        |
|22211|frustrate         |3        |
|22212|fuge              |3        |
|22213|fumble            |3        |
|22214|fume              |3        |
|22215|functionaries     |3        |
|22216|funerals          |3        |
|22217|fungus            |3        |
|22218|funniest          |3        |
|22219|furies            |3        |
|22220|furlongs          |3        |
|22221|furrow            |3        |
|22222|furrowed          |3        |
|22223|fuse              |3        |
|22224|gaba              |3        |
|22225|gabble            |3        |
|22226|gadarenes         |3        |
|22227|gainsay           |3        |
|22228|galal             |3        |
|22229|galatia           |3        |
|22230|galilaean         |3        |
|22231|galleons          |3        |
|22232|gallio            |3        |
|22233|gallon            |3        |
|22234|galore            |3        |
|22235|gamesters         |3        |
|22236|gannet            |3        |
|22237|gareb             |3        |
|22238|garmund           |3        |
|22239|garnet            |3        |
|22240|gasps             |3        |
|22241|gassendi          |3        |
|22242|gatam             |3        |
|22243|gathers           |3        |
|22244|gauze             |3        |
|22245|gavel             |3        |
|22246|gawky             |3        |
|22247|gayest            |3        |
|22248|gayo              |3        |
|22249|generate          |3        |
|22250|genevese          |3        |
|22251|gennesaret        |3        |
|22252|geographical      |3        |
|22253|geology           |3        |
|22254|geometricians     |3        |
|22255|germs             |3        |
|22256|gershonite        |3        |
|22257|geshem            |3        |
|22258|gevaudan          |3        |
|22259|giddinesse        |3        |
|22260|giggle            |3        |
|22261|gingerly          |3        |
|22262|giraffe           |3        |
|22263|gleeman           |3        |
|22264|glimmering        |3        |
|22265|glimpsed          |3        |
|22266|glisten           |3        |
|22267|gloat             |3        |
|22268|gloucester        |3        |
|22269|gloved            |3        |
|22270|gluing            |3        |
|22271|glutted           |3        |
|22272|glynn             |3        |
|22273|gnash             |3        |
|22274|gnasheth          |3        |
|22275|goates            |3        |
|22276|gobble            |3        |
|22277|goblins           |3        |
|22278|godbey            |3        |
|22279|godmother         |3        |
|22280|goicouria         |3        |
|22281|golgotha          |3        |
|22282|gomorrha          |3        |
|22283|goodwife          |3        |
|22284|gorged            |3        |
|22285|gorgeously        |3        |
|22286|gorgeousness      |3        |
|22287|gossiped          |3        |
|22288|gothic            |3        |
|22289|gout              |3        |
|22290|governmental      |3        |
|22291|governorship      |3        |
|22292|gowan             |3        |
|22293|graduates         |3        |
|22294|grandchild        |3        |
|22295|grandparents      |3        |
|22296|grappling         |3        |
|22297|grates            |3        |
|22298|graved            |3        |
|22299|graver            |3        |
|22300|gravest           |3        |
|22301|graving           |3        |
|22302|grecia            |3        |
|22303|greenleaf         |3        |
|22304|greenness         |3        |
|22305|greenwood         |3        |
|22306|grenville         |3        |
|22307|grewsome          |3        |
|22308|greyhound         |3        |
|22309|grieves           |3        |
|22310|grildrig          |3        |
|22311|grizzled          |3        |
|22312|grizzly           |3        |
|22313|groanings         |3        |
|22314|groundless        |3        |
|22315|grouped           |3        |
|22316|growes            |3        |
|22317|growling          |3        |
|22318|grummit           |3        |
|22319|grumpy            |3        |
|22320|grundy            |3        |
|22321|guano             |3        |
|22322|gudovitch         |3        |
|22323|gue               |3        |
|22324|guerillas         |3        |
|22325|guillaume         |3        |
|22326|gulch             |3        |
|22327|gully             |3        |
|22328|gulped            |3        |
|22329|gushing           |3        |
|22330|gymnasium         |3        |
|22331|habergeon         |3        |
|22332|habor             |3        |
|22333|hachilah          |3        |
|22334|haddington        |3        |
|22335|hadid             |3        |
|22336|haeretique        |3        |
|22337|hagarites         |3        |
|22338|haire             |3        |
|22339|hairpin           |3        |
|22340|hairpins          |3        |
|22341|hal               |3        |
|22342|halah             |3        |
|22343|halberdiers       |3        |
|22344|halfbreed         |3        |
|22345|halfe             |3        |
|22346|hallstand         |3        |
|22347|hallway           |3        |
|22348|halter            |3        |
|22349|hamlets           |3        |
|22350|hammered          |3        |
|22351|hammond           |3        |
|22352|hamul             |3        |
|22353|hamutal           |3        |
|22354|handbill          |3        |
|22355|handbills         |3        |
|22356|handiest          |3        |
|22357|handmaidens       |3        |
|22358|hankering         |3        |
|22359|hans              |3        |
|22360|hapgood           |3        |
|22361|hapless           |3        |
|22362|happenings        |3        |
|22363|harangue          |3        |
|22364|hardnesse         |3        |
|22365|harford           |3        |
|22366|harkness          |3        |
|22367|harlotry          |3        |
|22368|harmoniously      |3        |
|22369|harold            |3        |
|22370|harosheth         |3        |
|22371|hartford          |3        |
|22372|harvesting        |3        |
|22373|hastening         |3        |
|22374|hasting           |3        |
|22375|haughtily         |3        |
|22376|haunch            |3        |
|22377|hawser            |3        |
|22378|hays              |3        |
|22379|haystack          |3        |
|22380|hazardous         |3        |
|22381|headaches         |3        |
|22382|headings          |3        |
|22383|headstrong        |3        |
|22384|healths           |3        |
|22385|hearn             |3        |
|22386|heartier          |3        |
|22387|hearties          |3        |
|22388|heathobards       |3        |
|22389|heatholaf         |3        |
|22390|heating           |3        |
|22391|heaves            |3        |
|22392|heavinesse        |3        |
|22393|hedged            |3        |
|22394|hegai             |3        |
|22395|heinous           |3        |
|22396|heires            |3        |
|22397|hekinah           |3        |
|22398|hel               |3        |
|22399|heliotrope        |3        |
|22400|hellish           |3        |
|22401|helmers           |3        |
|22402|helplessness      |3        |
|22403|hemath            |3        |
|22404|hena              |3        |
|22405|henchman          |3        |
|22406|hendrick          |3        |
|22407|henri             |3        |
|22408|herebald          |3        |
|22409|heregar           |3        |
|22410|heremod           |3        |
|22411|herodians         |3        |
|22412|heroically        |3        |
|22413|hesitantly        |3        |
|22414|hesitates         |3        |
|22415|heweth            |3        |
|22416|hickry            |3        |
|22417|hideously         |3        |
|22418|hindoos           |3        |
|22419|hinnon            |3        |
|22420|hished            |3        |
|22421|hist              |3        |
|22422|hobbled           |3        |
|22423|hobby             |3        |
|22424|hod               |3        |
|22425|hodaviah          |3        |
|22426|hogan             |3        |
|22427|hoisting          |3        |
|22428|hollis            |3        |
|22429|hollowing         |3        |
|22430|hollows           |3        |
|22431|holm              |3        |
|22432|holon             |3        |
|22433|homemade          |3        |
|22434|homicide          |3        |
|22435|honeypot          |3        |
|22436|hooded            |3        |
|22437|hooping           |3        |
|22438|horites           |3        |
|22439|horizontal        |3        |
|22440|hornback          |3        |
|22441|horonite          |3        |
|22442|horoscope         |3        |
|22443|horsewhipped      |3        |
|22444|hortense          |3        |
|22445|hoshaiah          |3        |
|22446|hossack           |3        |
|22447|houghed           |3        |
|22448|houghton          |3        |
|22449|hounded           |3        |
|22450|howard            |3        |
|22451|hoyt              |3        |
|22452|hrethling         |3        |
|22453|html              |3        |
|22454|hudson            |3        |
|22455|hues              |3        |
|22456|hulda             |3        |
|22457|hullo             |3        |
|22458|hulloh            |3        |
|22459|humiliate         |3        |
|22460|hummed            |3        |
|22461|humoredly         |3        |
|22462|humorist          |3        |
|22463|humorists         |3        |
|22464|humors            |3        |
|22465|humphry           |3        |
|22466|hunched           |3        |
|22467|hungary           |3        |
|22468|hungered          |3        |
