---------------------------------------------------------------------------------------------
Output for  sample-g.txt
---------------------------------------------------------------------------------------------
('total number of words=', 2096932)
('total number of distinct words=', 36767)
('popular_threshold_word=', 1839.0)
('common_threshold_l_word=', 17464.0)
('common_threshold_u_word=', 19303.0)
('rare_threshold_word=', 34928.0)
---------------------------------------------------------------------------------------------

Popular Words
+----+--------------+---------+
|Rank|Word          |Frequency|
|358 |fortune       |626      |
|359 |page          |626      |
|360 |whether       |622      |
|361 |please        |621      |
|362 |henry         |615      |
|363 |nature        |614      |
|364 |want          |612      |
|365 |pleasure      |610      |
|366 |hour          |603      |
|367 |power         |602      |
|368 |felt          |600      |
|369 |return        |599      |
|370 |thousand      |599      |
|371 |voice         |597      |
|372 |falstaff      |593      |
|373 |near          |593      |
|374 |arms          |589      |
|375 |cause         |589      |
|376 |happy         |589      |
|377 |yourself      |586      |
|378 |person        |585      |
|379 |thine         |585      |
|380 |says          |583      |
|381 |turn          |581      |
|382 |worship       |579      |
|383 |tongue        |578      |
|384 |chapter       |576      |
|385 |moment        |576      |
|386 |aside         |575      |
|387 |round         |575      |
|388 |marry         |572      |
|389 |mistress      |570      |
|390 |morning       |567      |
|391 |faith         |565      |
|392 |next          |565      |
|393 |almost        |560      |
|394 |tm            |560      |
|395 |care          |558      |
|396 |makes         |557      |
|397 |france        |556      |
|398 |fool          |554      |
|399 |already       |551      |
|400 |act           |550      |
|401 |known         |550      |
|402 |cried         |549      |
|403 |dost          |547      |
|404 |taken         |547      |
|405 |beauty        |546      |
|406 |course        |546      |
|407 |madam         |546      |
|408 |began         |545      |
|409 |themselves    |544      |
|410 |years         |544      |
|411 |tears         |543      |
|412 |anything      |542      |
|413 |four          |541      |
|414 |business      |540      |
|415 |high          |540      |
|416 |times         |539      |
|417 |edward        |538      |
|418 |either        |538      |
|419 |open          |532      |
|420 |short         |529      |
|421 |caesar        |528      |
|422 |sword         |527      |
|423 |fall          |524      |
|424 |money         |524      |
|425 |neither       |523      |
|426 |looking       |521      |
|427 |ask           |520      |
|428 |returned      |515      |
|429 |richard       |515      |
|430 |among         |514      |
|431 |least         |513      |
|432 |child         |510      |
|433 |lords         |510      |
|434 |lost          |510      |
|435 |answered      |509      |
|436 |antony        |509      |
|437 |senor         |509      |
|438 |few           |505      |
|439 |sent          |504      |
|440 |women         |504      |
|441 |desire        |501      |
|442 |case          |498      |
|443 |ye            |498      |
|444 |strange       |495      |
|445 |also          |493      |
|446 |certain       |493      |
|447 |white         |493      |
|448 |gentle        |492      |
|449 |marianne      |492      |
|450 |fellow        |491      |
|451 |unto          |488      |
|452 |york          |488      |
|453 |until         |487      |
|454 |stood         |486      |
|455 |air           |485      |
|456 |meet          |485      |
|457 |often         |485      |
|458 |point         |485      |
|459 |follow        |484      |
|460 |saying        |484      |
|461 |thoughts      |478      |
|462 |country       |477      |
|463 |seeing        |476      |
|464 |yes           |476      |
|465 |subject       |475      |
|466 |brutus        |474      |
|467 |purpose       |474      |
|468 |talk          |474      |
|469 |making        |472      |
|470 |hamlet        |469      |
|471 |welcome       |468      |
|472 |lie           |467      |
|473 |princess      |463      |
|474 |company       |462      |
|475 |wrong         |462      |
|476 |feel          |461      |
|477 |sleep         |461      |
|478 |itself        |460      |
|479 |above         |459      |
|480 |morrow        |459      |
|481 |ground        |458      |
|482 |horse         |456      |
|483 |news          |455      |
|484 |general       |453      |
|485 |wilt          |452      |
|486 |play          |451      |
|487 |towards       |451      |
|488 |cold          |446      |
|489 |remember      |444      |
|490 |sight         |439      |
|491 |ere           |437      |
|492 |ready         |436      |
|493 |hard          |435      |
|494 |perhaps       |435      |
|495 |free          |434      |
|496 |bad           |432      |
|497 |send          |432      |
|498 |need          |431      |
|499 |black         |430      |
|500 |spirit        |430      |
|501 |strong        |430      |
|502 |question      |424      |
|503 |knows         |423      |
|504 |shame         |423      |
|505 |sort          |423      |
|506 |works         |423      |
|507 |hence         |422      |
|508 |bid           |420      |
|509 |manner        |420      |
|510 |sound         |419      |
|511 |youth         |412      |
|512 |heathcliff    |411      |
|513 |account       |409      |
|514 |arm           |409      |
|515 |court         |409      |
|516 |warwick       |409      |
|517 |harriet       |408      |
|518 |fell          |407      |
|519 |law           |407      |
|520 |worthy        |405      |
|521 |foot          |404      |
|522 |town          |404      |
|523 |farewell      |403      |
|524 |dare          |400      |
|525 |devil         |399      |
|526 |behind        |396      |
|527 |age           |395      |
|528 |clown         |394      |
|529 |further       |393      |
|530 |service       |393      |
|531 |spoke         |393      |
|532 |comfort       |392      |
|533 |sit           |392      |
|534 |worth         |392      |
|535 |mad           |391      |
|536 |weston        |388      |
|537 |false         |387      |
|538 |able          |386      |
|539 |sea           |386      |
|540 |book          |385      |
|541 |thank         |385      |
|542 |turned        |385      |
|543 |water         |385      |
|544 |cousin        |384      |
|545 |small         |382      |
|546 |lies          |381      |
|547 |messenger     |381      |
|548 |passed        |381      |
|549 |prove         |380      |
|550 |taking        |380      |
|551 |change        |379      |
|552 |late          |378      |
|553 |married       |378      |
|554 |sun           |378      |
|555 |yours         |378      |
|556 |opinion       |377      |
|557 |charge        |376      |
|558 |pass          |376      |
|559 |gods          |375      |
|560 |re            |375      |
|561 |kept          |374      |
|562 |rich          |374      |
|563 |honest        |372      |
|564 |gold          |370      |
|565 |looks         |369      |
|566 |break         |368      |
|567 |held          |368      |
|568 |justice       |368      |
|569 |seek          |368      |
|570 |glad          |367      |
|571 |worse         |367      |
|572 |five          |366      |
|573 |pardon        |366      |
|574 |understand    |366      |
|575 |bound         |365      |
|576 |girl          |365      |
|577 |hair          |365      |
|578 |shalt         |365      |
|579 |close         |364      |
|580 |run           |363      |
|581 |unless        |363      |
|582 |iago          |362      |
|583 |seem          |361      |
|584 |table         |360      |
|585 |sake          |359      |
|586 |twenty        |359      |
|587 |wonder        |357      |
|588 |common        |355      |
|589 |duchess       |355      |
|590 |sense         |355      |
|591 |really        |354      |
|592 |terms         |354      |
|593 |become        |353      |
|594 |gentlemen     |353      |
|595 |rome          |353      |
|596 |doing         |351      |
|597 |knightley     |351      |
|598 |pity          |351      |
|599 |swear         |351      |
|600 |third         |351      |
|601 |mouth         |349      |
|602 |self          |348      |
|603 |cut           |347      |
|604 |longer        |347      |
|605 |wind          |347      |
|606 |seems         |345      |
|607 |wit           |345      |
|608 |children      |343      |
|609 |linton        |343      |
|610 |low           |343      |
|611 |save          |343      |
|612 |fight         |341      |
|613 |hundred       |340      |
|614 |land          |336      |
|615 |order         |336      |
|616 |fit           |334      |
|617 |fairy         |333      |
|618 |joy           |333      |
|619 |london        |332      |
|620 |grave         |330      |
|621 |catherine     |329      |
|622 |crown         |329      |
|623 |born          |328      |
|624 |cry           |328      |
|625 |uncle         |328      |
|626 |ought         |327      |
|627 |spirits       |327      |
|628 |evening       |326      |
|629 |grief         |326      |
|630 |hither        |326      |
|631 |othello       |326      |
|632 |possible      |326      |
|633 |war           |326      |
|634 |walk          |325      |
|635 |giving        |323      |
|636 |ladies        |323      |
|637 |used          |323      |
|638 |knights       |322      |
|639 |virtue        |322      |
|640 |curate        |321      |
|641 |plain         |321      |
|642 |antonio       |320      |
|643 |elton         |320      |
|644 |hours         |320      |
|645 |pretty        |320      |
|646 |story         |319      |
|647 |hardly        |318      |
|648 |lips          |318      |
|649 |past          |318      |
|650 |deep          |317      |
|651 |received      |317      |
|652 |pay           |316      |
|653 |thyself       |316      |
|654 |england       |315      |
|655 |lose          |315      |
|656 |proud         |315      |
|657 |sat           |315      |
|658 |along         |314      |
|659 |breath        |313      |
|660 |fly           |313      |
|661 |laid          |313      |
|662 |kiss          |312      |
|663 |goes          |311      |
|664 |serve         |311      |
|665 |beyond        |310      |
|666 |music         |310      |
|667 |timon         |310      |
|668 |chance        |308      |
|669 |living        |308      |
|670 |soldier       |308      |
|671 |suppose       |308      |
|672 |letters       |307      |
|673 |marriage      |307      |
|674 |speed         |307      |
|675 |castle        |306      |
|676 |ear           |306      |
|677 |quickly       |306      |
|678 |silence       |306      |
|679 |wise          |305      |
|680 |de            |304      |
|681 |holy          |304      |
|682 |mark          |304      |
|683 |ten           |304      |
|684 |write         |304      |
|685 |pip           |303      |
|686 |eat           |302      |
|687 |large         |302      |
|688 |majesty       |302      |
|689 |sorrow        |302      |
|690 |lives         |301      |
|691 |greater       |300      |
|692 |draw          |299      |
|693 |family        |299      |
|694 |romeo         |299      |
|695 |deal          |298      |
|696 |feet          |298      |
|697 |met           |298      |
|698 |errant        |297      |
|699 |jane          |296      |
|700 |city          |295      |
|701 |watch         |294      |
|702 |fine          |293      |
|703 |e             |292      |
|704 |form          |292      |
|705 |happiness     |292      |
|706 |hearing       |292      |
|707 |object        |292      |
|708 |promise       |292      |
|709 |visit         |290      |
|710 |dinner        |289      |
|711 |herbert       |289      |
|712 |servants      |289      |
|713 |heavy         |288      |
|714 |loves         |288      |
|715 |presently     |288      |
|716 |foul          |287      |
|717 |oh            |287      |
|718 |praise        |287      |
|719 |claudio       |286      |
|720 |macbeth       |286      |
|721 |sad           |286      |
|722 |affection     |284      |
|723 |except        |284      |
|724 |kill          |284      |
|725 |road          |284      |
|726 |continued     |283      |
|727 |following     |283      |
|728 |ford          |283      |
|729 |office        |283      |
|730 |villain       |283      |
|731 |year          |283      |
|732 |enemy         |282      |
|733 |everything    |282      |
|734 |try           |282      |
|735 |patience      |280      |
|736 |sorry         |280      |
|737 |ii            |279      |
|738 |gives         |278      |
|739 |favour        |277      |
|740 |valiant       |277      |
|741 |woodhouse     |277      |
|742 |ass           |276      |
|743 |dulcinea      |276      |
|744 |forward       |276      |
|745 |note          |276      |
|746 |appeared      |275      |
|747 |ears          |275      |
|748 |occasion      |275      |
|749 |danger        |273      |
|750 |la            |273      |
|751 |electronic    |272      |
|752 |fault         |272      |
|753 |command       |271      |
|754 |dark          |271      |
|755 |street        |271      |
|756 |green         |270      |
|757 |haste         |270      |
|758 |palace        |270      |
|759 |thanks        |270      |
|760 |appear        |269      |
|761 |field         |269      |
|762 |panza         |269      |
|763 |window        |269      |
|764 |carry         |268      |
|765 |idea          |268      |
|766 |isabella      |268      |
|767 |trust         |268      |
|768 |besides       |267      |
|769 |afterwards    |266      |
|770 |ah            |266      |
|771 |nurse         |266      |
|772 |cleopatra     |265      |
|773 |pocket        |265      |
|774 |sometimes     |265      |
|775 |books         |264      |
|776 |duty          |264      |
|777 |lead          |264      |
|778 |natural       |264      |
|779 |wanted        |264      |
|780 |alas          |263      |
|781 |margaret      |263      |
|782 |red           |263      |
|783 |rosalind      |263      |
|784 |certainly     |262      |
|785 |loss          |262      |
|786 |respect       |262      |
|787 |royal         |262      |
|788 |carried       |260      |
|789 |drink         |260      |
|790 |garden        |260      |
|791 |immediately   |260      |
|792 |knowledge     |260      |
|793 |shallow       |260      |
|794 |fancy         |258      |
|795 |particular    |257      |
|796 |different     |256      |
|797 |squire        |256      |
|798 |maid          |255      |
|799 |village       |255      |
|800 |buckingham    |254      |
|801 |paid          |254      |
|802 |soldiers      |254      |
|803 |force         |253      |
|804 |happened      |253      |
|805 |pain          |253      |
|806 |wemmick       |253      |
|807 |easy          |252      |
|808 |french        |252      |
|809 |public        |252      |
|810 |struck        |252      |
|811 |lest          |251      |
|812 |party         |250      |
|813 |tender        |250      |
|814 |countenance   |249      |
|815 |history       |249      |
|816 |trouble       |249      |
|817 |wear          |249      |
|818 |evil          |248      |
|819 |fast          |248      |
|820 |followed      |248      |
|821 |quiet         |248      |
|822 |strength      |248      |
|823 |suffolk       |248      |
|824 |instant       |247      |
|825 |pedro         |247      |
|826 |ring          |247      |
|827 |hot           |246      |
|828 |sick          |246      |
|829 |written       |246      |
|830 |mercy         |245      |
|831 |appearance    |244      |
|832 |foundation    |244      |
|833 |led           |244      |
|834 |lucius        |244      |
|835 |bloody        |243      |
|836 |cassio        |243      |
|837 |havisham      |243      |
|838 |regard        |243      |
|839 |troilus       |243      |
|840 |attention     |242      |
|841 |touch         |242      |
|842 |begin         |241      |
|843 |edgar         |241      |
|844 |hate          |241      |
|845 |chamber       |240      |
|846 |presence      |240      |
|847 |content       |239      |
|848 |hell          |239      |
|849 |impossible    |239      |
|850 |passion       |239      |
|851 |feelings      |238      |
|852 |syracuse      |238      |
|853 |wait          |238      |
|854 |chair         |237      |
|855 |straight      |237      |
|856 |ways          |236      |
|857 |canst         |235      |
|858 |dog           |235      |
|859 |thinking      |235      |
|860 |doctor        |234      |
|861 |meant         |234      |
|862 |pale          |234      |
|863 |proper        |234      |
|864 |secret        |234      |
|865 |suit          |234      |
|866 |truly         |234      |
|867 |effect        |233      |
|868 |emilia        |233      |
|869 |hearts        |233      |
|870 |iii           |233      |
|871 |receive       |233      |
|872 |beseech       |232      |
|873 |grey          |232      |
|874 |lear          |232      |
|875 |captain       |231      |
|876 |dashwood      |231      |
|877 |several       |231      |
|878 |six           |231      |
|879 |afraid        |230      |
|880 |english       |230      |
|881 |sin           |230      |
|882 |speaking      |230      |
|883 |valentine     |230      |
|884 |clear         |229      |
|885 |conversation  |229      |
|886 |flame         |229      |
|887 |satisfied     |229      |
|888 |spite         |229      |
|889 |health        |228      |
|890 |turning       |228      |
|891 |christian     |227      |
|892 |didst         |227      |
|893 |estella       |227      |
|894 |judge         |227      |
|895 |cassius       |226      |
|896 |desdemona     |226      |
|897 |exclaimed     |226      |
|898 |observed      |225      |
|899 |ho            |224      |
|900 |dromio        |223      |
|901 |feeling       |223      |
|902 |frank         |223      |
|903 |gracious      |223      |
|904 |paper         |223      |
|905 |added         |222      |
|906 |rose          |222      |
|907 |takes         |222      |
|908 |offer         |221      |
|909 |beginning     |220      |
|910 |antipholus    |219      |
|911 |parts         |219      |
|912 |piece         |219      |
|913 |proteus       |219      |
|914 |whatever      |219      |
|915 |breast        |218      |
|916 |consider      |218      |
|917 |ourselves     |218      |
|918 |speech        |218      |
|919 |view          |218      |
|920 |former        |217      |
|921 |palamon       |217      |
|922 |pleased       |217      |
|923 |entered       |216      |
|924 |fresh         |216      |
|925 |greatest      |216      |
|926 |ran           |216      |
|927 |smile         |216      |
|928 |coriolanus    |215      |
|929 |knowing       |215      |
|930 |wherein       |215      |
|931 |behold        |214      |
|932 |conscience    |214      |
|933 |gate          |214      |
|934 |soft          |214      |
|935 |titus         |214      |
|936 |wished        |214      |
|937 |acquaintance  |213      |
|938 |base          |213      |
|939 |excellent     |213      |
|940 |lover         |213      |
|941 |simple        |213      |
|942 |wine          |213      |
|943 |biddy         |212      |
|944 |equal         |212      |
|945 |strike        |212      |
|946 |taste         |212      |
|947 |allow         |211      |
|948 |died          |211      |
|949 |noise         |211      |
|950 |revenge       |211      |
|951 |stop          |211      |
|952 |according     |210      |
|953 |angelo        |210      |
|954 |fairfax       |210      |
|955 |weep          |210      |
|956 |lucy          |209      |
|957 |opportunity   |209      |
|958 |safe          |209      |
|959 |wall          |209      |
|960 |bardolph      |208      |
|961 |deeds         |208      |
|962 |governor      |208      |
|963 |moon          |208      |
|964 |yield         |208      |
|965 |adventure     |207      |
|966 |character     |207      |
|967 |colonel       |207      |
|968 |early         |207      |
|969 |inn           |207      |
|970 |jaggers       |207      |
|971 |merry         |207      |
|972 |petruchio     |207      |
|973 |remain        |207      |
|974 |toby          |207      |
|975 |battle        |206      |
|976 |brave         |206      |
|977 |nobody        |206      |
|978 |number        |206      |
|979 |warrant       |206      |
|980 |confess       |205      |
|981 |drew          |205      |
|982 |ha            |205      |
|983 |shut          |205      |
|984 |sing          |205      |
|985 |citizen       |204      |
|986 |pride         |204      |
|987 |clarence      |203      |
|988 |flesh         |203      |
|989 |forget        |203      |
|990 |notice        |203      |
|991 |sons          |203      |
|992 |standing      |203      |
|993 |arcite        |202      |
|994 |bastard       |202      |
|995 |friar         |202      |
|996 |hector        |202      |
|997 |angry         |201      |
|998 |likely        |201      |
|999 |oath          |201      |
|1000|reached       |201      |
|1001|sitting       |201      |
|1002|agreement     |200      |
|1003|hang          |200      |
|1004|report        |200      |
|1005|talking       |200      |
|1006|benedick      |199      |
|1007|mighty        |199      |
|1008|pompey        |199      |
|1009|host          |198      |
|1010|jennings      |198      |
|1011|kindness      |197      |
|1012|yea           |197      |
|1013|berowne       |196      |
|1014|bold          |196      |
|1015|calling       |196      |
|1016|companion     |196      |
|1017|creature      |196      |
|1018|deny          |196      |
|1019|dress         |196      |
|1020|juliet        |196      |
|1021|kingdom       |196      |
|1022|menenius      |196      |
|1023|quick         |196      |
|1024|willoughby    |196      |
|1025|judgment      |195      |
|1026|manners       |195      |
|1027|bosom         |194      |
|1028|changed       |194      |
|1029|delight       |194      |
|1030|gain          |194      |
|1031|helena        |194      |
|1032|leaving       |194      |
|1033|meaning       |194      |
|1034|satisfaction  |194      |
|1035|weak          |194      |
|1036|wild          |194      |
|1037|beautiful     |193      |
|1038|became        |193      |
|1039|churchill     |193      |
|1040|dull          |193      |
|1041|grow          |193      |
|1042|kent          |193      |
|1043|laugh         |193      |
|1044|pistol        |193      |
|1045|waiting       |193      |
|1046|deed          |192      |
|1047|interest      |192      |
|1048|acquainted    |191      |
|1049|attendants    |191      |
|1050|expected      |191      |
|1051|length        |191      |
|1052|resolved      |191      |
|1053|single        |191      |
|1054|attend        |190      |
|1055|silent        |190      |
|1056|stands        |190      |
|1057|woe           |190      |
|1058|conduct       |189      |
|1059|consent       |189      |
|1060|harm          |189      |
|1061|humour        |189      |
|1062|spoken        |189      |
|1063|directly      |188      |
|1064|hurt          |188      |
|1065|reply         |188      |
|1066|rise          |188      |
|1067|wealth        |188      |
|1068|spent         |187      |
|1069|tried         |187      |
|1070|wouldst       |187      |
|1071|broken        |186      |
|1072|church        |186      |
|1073|easily        |186      |
|1074|entirely      |186      |
|1075|grant         |186      |
|1076|iv            |186      |
|1077|anne          |185      |
|1078|fact          |185      |
|1079|famous        |185      |
|1080|fashion       |185      |
|1081|fond          |185      |
|1082|instead       |185      |
|1083|pericles      |185      |
|1084|rage          |185      |
|1085|states        |185      |
|1086|advantage     |184      |
|1087|bright        |184      |
|1088|settled       |184      |
|1089|witness       |184      |
|1090|cast          |183      |
|1091|engaged       |183      |
|1092|finding       |183      |
|1093|language      |183      |
|1094|learn         |183      |
|1095|obliged       |183      |
|1096|putting       |183      |
|1097|usual         |183      |
|1098|action        |182      |
|1099|assure        |182      |
|1100|ephesus       |182      |
|1101|pandarus      |182      |
|1102|due           |181      |
|1103|prithee       |181      |
|1104|remained      |181      |
|1105|seat          |181      |
|1106|vain          |181      |
|1107|walked        |181      |
|1108|anyone        |180      |
|1109|beat          |180      |
|1110|blow          |180      |
|1111|cressida      |180      |
|1112|distance      |180      |
|1113|farther       |180      |
|1114|figure        |180      |
|1115|heavens       |180      |
|1116|highness      |180      |
|1117|rocinante     |180      |
|1118|beard         |179      |
|1119|beg           |179      |
|1120|guard         |179      |
|1121|loved         |179      |
|1122|months        |179      |
