---------------------------------------------------------------------------------------------
Output for  sample-d.txt
---------------------------------------------------------------------------------------------
('total number of words=', 2948155)
('total number of distinct words=', 57120)
('popular_threshold_word=', 2856.0)
('common_threshold_l_word=', 27132.0)
('common_threshold_u_word=', 29988.0)
('rare_threshold_word=', 54264.0)
---------------------------------------------------------------------------------------------

Popular Words
+----+---------------+---------+
|Rank|Word           |Frequency|
|2556|hills          |107      |
|2557|obvious        |107      |
|2558|outward        |107      |
|2559|preserve       |107      |
|2560|probable       |107      |
|2561|runs           |107      |
|2562|store          |107      |
|2563|supply         |107      |
|2564|understanding  |107      |
|2565|westmoreland   |107      |
|2566|witch          |107      |
|2567|wounds         |107      |
|2568|anxious        |106      |
|2569|apply          |106      |
|2570|archbishop     |106      |
|2571|bawd           |106      |
|2572|belief         |106      |
|2573|cities         |106      |
|2574|cj             |106      |
|2575|commercial     |106      |
|2576|comply         |106      |
|2577|defect         |106      |
|2578|edge           |106      |
|2579|fifteen        |106      |
|2580|flight         |106      |
|2581|frequently     |106      |
|2582|hated          |106      |
|2583|intent         |106      |
|2584|jurisdiction   |106      |
|2585|listened       |106      |
|2586|profit         |106      |
|2587|reader         |106      |
|2588|regan          |106      |
|2589|reign          |106      |
|2590|roderigo       |106      |
|2591|shed           |106      |
|2592|slip           |106      |
|2593|training       |106      |
|2594|trumpet        |106      |
|2595|waited         |106      |
|2596|assembly       |105      |
|2597|attached       |105      |
|2598|bred           |105      |
|2599|chest          |105      |
|2600|coast          |105      |
|2601|college        |105      |
|2602|commend        |105      |
|2603|depart         |105      |
|2604|eyre           |105      |
|2605|favor          |105      |
|2606|finding        |105      |
|2607|homer          |105      |
|2608|laertes        |105      |
|2609|larger         |105      |
|2610|legal          |105      |
|2611|ordered        |105      |
|2612|smiled         |105      |
|2613|virgin         |105      |
|2614|wanting        |105      |
|2615|charmian       |104      |
|2616|cloten         |104      |
|2617|commerce       |104      |
|2618|commission     |104      |
|2619|compared       |104      |
|2620|et             |104      |
|2621|fifth          |104      |
|2622|flow           |104      |
|2623|forest         |104      |
|2624|gathered       |104      |
|2625|gross          |104      |
|2626|lonely         |104      |
|2627|pages          |104      |
|2628|percy          |104      |
|2629|plenty         |104      |
|2630|pursued        |104      |
|2631|reverend       |104      |
|2632|saints         |104      |
|2633|stream         |104      |
|2634|truck          |104      |
|2635|vote           |104      |
|2636|weeping        |104      |
|2637|wolsey         |104      |
|2638|zoe            |104      |
|2639|band           |103      |
|2640|becoming       |103      |
|2641|capacity       |103      |
|2642|cominius       |103      |
|2643|constable      |103      |
|2644|deserve        |103      |
|2645|eleven         |103      |
|2646|eternal        |103      |
|2647|everywhere     |103      |
|2648|hungry         |103      |
|2649|lieutenant     |103      |
|2650|marina         |103      |
|2651|marks          |103      |
|2652|naked          |103      |
|2653|pisanio        |103      |
|2654|prisoners      |103      |
|2655|quit           |103      |
|2656|refuse         |103      |
|2657|rid            |103      |
|2658|shortly        |103      |
|2659|steady         |103      |
|2660|stryver        |103      |
|2661|suspicion      |103      |
|2662|taxes          |103      |
|2663|victory        |103      |
|2664|volunteers     |103      |
|2665|ass            |102      |
|2666|beheld         |102      |
|2667|conditions     |102      |
|2668|cotton         |102      |
|2669|distinction    |102      |
|2670|distribute     |102      |
|2671|fain           |102      |
|2672|fiery          |102      |
|2673|h              |102      |
|2674|highly         |102      |
|2675|july           |102      |
|2676|lenehan        |102      |
|2677|market         |102      |
|2678|mental         |102      |
|2679|method         |102      |
|2680|moreover       |102      |
|2681|prize          |102      |
|2682|row            |102      |
|2683|sometime       |102      |
|2684|surface        |102      |
|2685|wert           |102      |
|2686|affected       |101      |
|2687|answers        |101      |
|2688|blessing       |101      |
|2689|bodily         |101      |
|2690|boyet          |101      |
|2691|difficulties   |101      |
|2692|earthly        |101      |
|2693|excitement     |101      |
|2694|exclaimed      |101      |
|2695|expense        |101      |
|2696|fairy          |101      |
|2697|flask          |101      |
|2698|foe            |101      |
|2699|foes           |101      |
|2700|forbid         |101      |
|2701|francis        |101      |
|2702|gallant        |101      |
|2703|jerry          |101      |
|2704|lean           |101      |
|2705|likewise       |101      |
|2706|lysander       |101      |
|2707|malice         |101      |
|2708|model          |101      |
|2709|oaths          |101      |
|2710|parliamentary  |101      |
|2711|parted         |101      |
|2712|pointing       |101      |
|2713|relief         |101      |
|2714|remaining      |101      |
|2715|scotland       |101      |
|2716|seized         |101      |
|2717|shade          |101      |
|2718|size           |101      |
|2719|talked         |101      |
|2720|utmost         |101      |
|2721|ball           |100      |
|2722|bench          |100      |
|2723|charity        |100      |
|2724|chiefly        |100      |
|2725|colonial       |100      |
|2726|conception     |100      |
|2727|contain        |100      |
|2728|cover          |100      |
|2729|delay          |100      |
|2730|evils          |100      |
|2731|fruit          |100      |
|2732|hitherto       |100      |
|2733|limbs          |100      |
|2734|material       |100      |
|2735|meanwhile      |100      |
|2736|message        |100      |
|2737|observation    |100      |
|2738|philip         |100      |
|2739|physician      |100      |
|2740|propriety      |100      |
|2741|sailors        |100      |
|2742|senators       |100      |
|2743|singular       |100      |
|2744|someone        |100      |
|2745|stairs         |100      |
|2746|thornfield     |100      |
|2747|tongues        |100      |
|2748|utter          |100      |
|2749|armed          |99       |
|2750|arthur         |99       |
|2751|breathe        |99       |
|2752|building       |99       |
|2753|capital        |99       |
|2754|cared          |99       |
|2755|discourse      |99       |
|2756|existing       |99       |
|2757|governor       |99       |
|2758|gratiano       |99       |
|2759|honor          |99       |
|2760|hurried        |99       |
|2761|joined         |99       |
|2762|lust           |99       |
|2763|midst          |99       |
|2764|mischief       |99       |
|2765|monstrous      |99       |
|2766|mount          |99       |
|2767|scale          |99       |
|2768|troubled       |99       |
|2769|utterly        |99       |
|2770|branches       |98       |
|2771|characters     |98       |
|2772|companions     |98       |
|2773|conceive       |98       |
|2774|considerations |98       |
|2775|directed       |98       |
|2776|escalus        |98       |
|2777|everybody      |98       |
|2778|hid            |98       |
|2779|inclined       |98       |
|2780|internal       |98       |
|2781|noticed        |98       |
|2782|notion         |98       |
|2783|pound          |98       |
|2784|rode           |98       |
|2785|useless        |98       |
|2786|yourselves     |98       |
|2787|acquainted     |97       |
|2788|amen           |97       |
|2789|brook          |97       |
|2790|cade           |97       |
|2791|committee      |97       |
|2792|convent        |97       |
|2793|degrees        |97       |
|2794|discretion     |97       |
|2795|distinguished  |97       |
|2796|employed       |97       |
|2797|exist          |97       |
|2798|goodly         |97       |
|2799|handkerchief   |97       |
|2800|happily        |97       |
|2801|hermia         |97       |
|2802|judiciary      |97       |
|2803|knights        |97       |
|2804|necessarily    |97       |
|2805|punishment     |97       |
|2806|remembrance    |97       |
|2807|resolved       |97       |
|2808|respects       |97       |
|2809|sole           |97       |
|2810|stroke         |97       |
|2811|tales          |97       |
|2812|thousands      |97       |
|2813|unable         |97       |
|2814|urged          |97       |
|2815|wounded        |97       |
|2816|aloft          |96       |
|2817|applied        |96       |
|2818|fore           |96       |
|2819|gallery        |96       |
|2820|generation     |96       |
|2821|grumio         |96       |
|2822|horror         |96       |
|2823|iachimo        |96       |
|2824|leisure        |96       |
|2825|obedience      |96       |
|2826|perform        |96       |
|2827|puts           |96       |
|2828|seal           |96       |
|2829|senator        |96       |
|2830|sensible       |96       |
|2831|whereof        |96       |
|2832|abuse          |95       |
|2833|actions        |95       |
|2834|ambitious      |95       |
|2835|card           |95       |
|2836|crossed        |95       |
|2837|defence        |95       |
|2838|eating         |95       |
|2839|flies          |95       |
|2840|funeral        |95       |
|2841|hound          |95       |
|2842|intention      |95       |
|2843|invited        |95       |
|2844|leaning        |95       |
|2845|nantucket      |95       |
|2846|nobles         |95       |
|2847|permitted      |95       |
|2848|precisely      |95       |
|2849|privilege      |95       |
|2850|problem        |95       |
|2851|promised       |95       |
|2852|queer          |95       |
|2853|republican     |95       |
|2854|reverence      |95       |
|2855|roof           |95       |
|2856|safely         |95       |
+----+---------------+---------+

Common Word
+-----+---------------------+---------+
|Rank |Word                 |Frequency|
+-----+---------------------+---------+
|27132|sprig                |3        |
|27133|springers            |3        |
|27134|sprint               |3        |
|27135|squabble             |3        |
|27136|squadron             |3        |
|27137|squandered           |3        |
|27138|squeal               |3        |
|27139|squirrel             |3        |
|27140|ssh                  |3        |
|27141|stabat               |3        |
|27142|stabilising          |3        |
|27143|staboo               |3        |
|27144|staining             |3        |
|27145|staircases           |3        |
|27146|stairway             |3        |
|27147|stalled              |3        |
|27148|stallion             |3        |
|27149|stamina              |3        |
|27150|stammer              |3        |
|27151|stammered            |3        |
|27152|stammers             |3        |
|27153|stander              |3        |
|27154|standeth             |3        |
|27155|standpoint           |3        |
|27156|starlit              |3        |
|27157|stash                |3        |
|27158|statecraft           |3        |
|27159|stateliness          |3        |
|27160|statuary             |3        |
|27161|staved               |3        |
|27162|steadfastness        |3        |
|27163|stealer              |3        |
|27164|stealthily           |3        |
|27165|steamed              |3        |
|27166|steeples             |3        |
|27167|steerer              |3        |
|27168|stepaside            |3        |
|27169|sterns               |3        |
|27170|steterat             |3        |
|27171|steve                |3        |
|27172|stewards             |3        |
|27173|stewed               |3        |
|27174|stews                |3        |
|27175|stickumbrelladustcoat|3        |
|27176|stiffen              |3        |
|27177|stiffening           |3        |
|27178|stiffest             |3        |
|27179|stifflegged          |3        |
|27180|stilly               |3        |
|27181|stimulants           |3        |
|27182|stingless            |3        |
|27183|stingy               |3        |
|27184|stinted              |3        |
|27185|stipulate            |3        |
|27186|stirrings            |3        |
|27187|stocked              |3        |
|27188|stolidity            |3        |
|27189|storks               |3        |
|27190|stoup                |3        |
|27191|stoutness            |3        |
|27192|stow                 |3        |
|27193|stowe                |3        |
|27194|straighter           |3        |
|27195|strangles            |3        |
|27196|strasburg            |3        |
|27197|strategy             |3        |
|27198|streak               |3        |
|27199|streame              |3        |
|27200|streamers            |3        |
|27201|strifes              |3        |
|27202|stringy              |3        |
|27203|strype               |3        |
|27204|stud                 |3        |
|27205|stumping             |3        |
|27206|stylites             |3        |
|27207|subaltern            |3        |
|27208|sublimity            |3        |
|27209|subscribing          |3        |
|27210|subservient          |3        |
|27211|subside              |3        |
|27212|subsistence          |3        |
|27213|substantiated        |3        |
|27214|subterraneous        |3        |
|27215|suburb               |3        |
|27216|succinctly           |3        |
|27217|succours             |3        |
|27218|succulent            |3        |
|27219|succumb              |3        |
|27220|succumbed            |3        |
|27221|suckle               |3        |
|27222|suffocate            |3        |
|27223|suffocating          |3        |
|27224|suffocation          |3        |
|27225|suffusing            |3        |
|27226|sugars               |3        |
|27227|sugary               |3        |
|27228|suing                |3        |
|27229|sumner               |3        |
|27230|sunbeams             |3        |
|27231|sundered             |3        |
|27232|sunlit               |3        |
|27233|sunshades            |3        |
|27234|sunshiny             |3        |
|27235|sunwards             |3        |
|27236|superadded           |3        |
|27237|superannuated        |3        |
|27238|superintend          |3        |
|27239|superlatively        |3        |
|27240|supernal             |3        |
|27241|supernumerary        |3        |
|27242|supine               |3        |
|27243|supping              |3        |
|27244|supplicated          |3        |
|27245|supplicating         |3        |
|27246|supposititious       |3        |
|27247|surfaces             |3        |
|27248|surmounting          |3        |
|27249|surrenders           |3        |
|27250|surveys              |3        |
|27251|suspecting           |3        |
|27252|suspenders           |3        |
|27253|suspension           |3        |
|27254|susy                 |3        |
|27255|swaddles             |3        |
|27256|swaggerers           |3        |
|27257|swank                |3        |
|27258|swans                |3        |
|27259|swashing             |3        |
|27260|swathe               |3        |
|27261|sweaty               |3        |
|27262|sweeper              |3        |
|27263|sweepers             |3        |
|27264|sweepstake           |3        |
|27265|sweetens             |3        |
|27266|sweety               |3        |
|27267|sweny                |3        |
|27268|swig                 |3        |
|27269|swineherds           |3        |
|27270|swinge               |3        |
|27271|swinish              |3        |
|27272|swivel               |3        |
|27273|swoln                |3        |
|27274|swum                 |3        |
|27275|swurls               |3        |
|27276|symbolical           |3        |
|27277|symbolism            |3        |
|27278|symbolized           |3        |
|27279|symmetrical          |3        |
|27280|symmetrically        |3        |
|27281|symphony             |3        |
|27282|synagogue            |3        |
|27283|synthesis            |3        |
|27284|tablecloth           |3        |
|27285|tackled              |3        |
|27286|tacks                |3        |
|27287|tahitian             |3        |
|27288|taile                |3        |
|27289|taker                |3        |
|27290|tallowy              |3        |
|27291|tallyho              |3        |
|27292|tameness             |3        |
|27293|tamper               |3        |
|27294|tamworth             |3        |
|27295|tandy                |3        |
|27296|tanned               |3        |
|27297|tanning              |3        |
|27298|tantalizing          |3        |
|27299|taps                 |3        |
|27300|tardily              |3        |
|27301|tarnish              |3        |
|27302|tarquinius           |3        |
|27303|tarquins             |3        |
|27304|tarre                |3        |
|27305|tasked               |3        |
|27306|tassels              |3        |
|27307|tasteless            |3        |
|27308|tattle               |3        |
|27309|tauntingly           |3        |
|27310|taxations            |3        |
|27311|taxpayers            |3        |
|27312|tay                  |3        |
|27313|teacheth             |3        |
|27314|tearless             |3        |
|27315|teasing              |3        |
|27316|teatray              |3        |
|27317|telegrams            |3        |
|27318|temperately          |3        |
|27319|temporize            |3        |
|27320|tempters             |3        |
|27321|tenanted             |3        |
|27322|tenderer             |3        |
|27323|tendons              |3        |
|27324|tendrils             |3        |
|27325|tenements            |3        |
|27326|terenure             |3        |
|27327|terram               |3        |
|27328|terrene              |3        |
|27329|terrify              |3        |
|27330|terse                |3        |
|27331|testaments           |3        |
|27332|tetchy               |3        |
|27333|tethered             |3        |
|27334|tetter               |3        |
|27335|thankes              |3        |
|27336|thankings            |3        |
|27337|thatched             |3        |
|27338|theoric              |3        |
|27339|therefor             |3        |
|27340|thermometer          |3        |
|27341|theyve               |3        |
|27342|thickened            |3        |
|27343|thievery             |3        |
|27344|thimbleful           |3        |
|27345|thinness             |3        |
|27346|thinnest             |3        |
|27347|thirstily            |3        |
|27348|thirsting            |3        |
|27349|thirtieth            |3        |
|27350|thistles             |3        |
|27351|thornes              |3        |
|27352|thoughted            |3        |
|27353|thoughtlessly        |3        |
|27354|thousandth           |3        |
|27355|thracians            |3        |
|27356|thrash               |3        |
|27357|thrasher             |3        |
|27358|thuc                 |3        |
|27359|thumbed              |3        |
|27360|thwack               |3        |
|27361|thyme                |3        |
|27362|tidal                |3        |
|27363|tigerish             |3        |
|27364|tighten              |3        |
|27365|tiled                |3        |
|27366|tiles                |3        |
|27367|tillage              |3        |
|27368|tilly                |3        |
|27369|timor                |3        |
|27370|tingled              |3        |
|27371|tiresomely           |3        |
|27372|tisick               |3        |
|27373|titanic              |3        |
|27374|titans               |3        |
|27375|titbits              |3        |
|27376|tittered             |3        |
|27377|tlee                 |3        |
|27378|toadstool            |3        |
|27379|tocqueville          |3        |
|27380|tocsin               |3        |
|27381|tods                 |3        |
|27382|toed                 |3        |
|27383|toenails             |3        |
|27384|tofore               |3        |
|27385|toilettes            |3        |
|27386|tolled               |3        |
|27387|tomatoes             |3        |
|27388|tombed               |3        |
|27389|tomes                |3        |
|27390|tonnage              |3        |
|27391|tony                 |3        |
|27392|topboots             |3        |
|27393|tophet               |3        |
|27394|topsail              |3        |
|27395|topsails             |3        |
|27396|tornadoes            |3        |
|27397|torpor               |3        |
|27398|torrid               |3        |
|27399|tors                 |3        |
|27400|tortoiseshell        |3        |
|27401|tost                 |3        |
|27402|tot                  |3        |
|27403|tournaments          |3        |
|27404|towels               |3        |
|27405|towered              |3        |
|27406|townclerk            |3        |
|27407|towne                |3        |
|27408|townsend             |3        |
|27409|township             |3        |
|27410|townsmen             |3        |
|27411|tows                 |3        |
|27412|towser               |3        |
|27413|tragically           |3        |
|27414|trailed              |3        |
|27415|trammels             |3        |
|27416|tranced              |3        |
|27417|tranquility          |3        |
|27418|tranquilla           |3        |
|27419|trans                |3        |
|27420|transact             |3        |
|27421|transcribing         |3        |
|27422|transgressed         |3        |
|27423|transmutation        |3        |
|27424|transverse           |3        |
|27425|traveler             |3        |
|27426|traytor              |3        |
|27427|treasonous           |3        |
|27428|trebles              |3        |
|27429|trebly               |3        |
|27430|tremblest            |3        |
|27431|tremor               |3        |
|27432|trenchancy           |3        |
|27433|trenchers            |3        |
|27434|tressel              |3        |
|27435|trevelyan            |3        |
|27436|tribal               |3        |
|27437|tribulations         |3        |
|27438|tributaries          |3        |
|27439|tricke               |3        |
|27440|tricoloured          |3        |
|27441|trident              |3        |
|27442|triennial            |3        |
|27443|trieste              |3        |
|27444|tripe                |3        |
|27445|tripes               |3        |
|27446|tripolis             |3        |
|27447|trireme              |3        |
|27448|tritonville          |3        |
|27449|triumvirate          |3        |
|27450|trochaic             |3        |
|27451|troughs              |3        |
|27452|trowest              |3        |
|27453|truism               |3        |
|27454|trumpery             |3        |
|27455|trumpeter            |3        |
|27456|trundled             |3        |
|27457|truss                |3        |
|27458|tryall               |3        |
|27459|tuam                 |3        |
|27460|tucker               |3        |
|27461|tucking              |3        |
|27462|tudors               |3        |
|27463|tufts                |3        |
|27464|tuition              |3        |
|27465|tullius              |3        |
|27466|tumbleweeds          |3        |
|27467|tumbril              |3        |
|27468|tumescence           |3        |
|27469|tuningfork           |3        |
|27470|tuo                  |3        |
|27471|turbulence           |3        |
|27472|turin                |3        |
|27473|turkeys              |3        |
|27474|turko                |3        |
|27475|turma                |3        |
|27476|turnbull             |3        |
|27477|turnstile            |3        |
|27478|turpitude            |3        |
|27479|tuscany              |3        |
|27480|tutelary             |3        |
|27481|tutored              |3        |
|27482|twaine               |3        |
|27483|twanged              |3        |
|27484|tweene               |3        |
|27485|twentyfour           |3        |
|27486|twentyone            |3        |
|27487|twill                |3        |
|27488|twitched             |3        |
|27489|twitching            |3        |
|27490|twitted              |3        |
|27491|tye                  |3        |
|27492|tympanum             |3        |
|27493|typesetter           |3        |
|27494|typhoons             |3        |
|27495|typified             |3        |
|27496|tyres                |3        |
|27497|tyro                 |3        |
|27498|ubi                  |3        |
|27499|ugh                  |3        |
|27500|uglier               |3        |
|27501|ugliest              |3        |
|27502|ultimatum            |3        |
|27503|unadulterated        |3        |
|27504|unalloyed            |3        |
|27505|unassailable         |3        |
|27506|unbated              |3        |
|27507|unblest              |3        |
|27508|unbolt               |3        |
|27509|unbraced             |3        |
|27510|unbruised            |3        |
|27511|unchristian          |3        |
|27512|unconcerned          |3        |
|27513|unconsidered         |3        |
|27514|uncouple             |3        |
|27515|uncurrent            |3        |
|27516|und                  |3        |
|27517|undefiled            |3        |
|27518|underclothes         |3        |
|27519|underprop            |3        |
|27520|undeserving          |3        |
|27521|undetermined         |3        |
|27522|undiluted            |3        |
|27523|undiscernible        |3        |
|27524|undistinguishable    |3        |
|27525|undistinguished      |3        |
|27526|undulated            |3        |
|27527|undulations          |3        |
|27528|undying              |3        |
|27529|unendurable          |3        |
|27530|unenlightened        |3        |
|27531|unequals             |3        |
|27532|unerringly           |3        |
|27533|unfairly             |3        |
|27534|unfathered           |3        |
|27535|unfavourably         |3        |
|27536|unfettered           |3        |
|27537|unfitted             |3        |
|27538|unfix                |3        |
|27539|unfrequented         |3        |
|27540|unfriended           |3        |
|27541|unfurling            |3        |
|27542|ungenerous           |3        |
|27543|unglazed             |3        |
|27544|unheeding            |3        |
|27545|unhesitatingly       |3        |
|27546|unhooked             |3        |
|27547|unintelligent        |3        |
|27548|uninterruptedly      |3        |
|27549|unkennel             |3        |
|27550|unladylike           |3        |
|27551|unlicensed           |3        |
|27552|unlove               |3        |
|27553|unmanliness          |3        |
|27554|unmanufactured       |3        |
|27555|unmasking            |3        |
|27556|unmingled            |3        |
|27557|unnoted              |3        |
|27558|unnumbered           |3        |
|27559|unpatriotic          |3        |
|27560|unpoetical           |3        |
|27561|unpolluted           |3        |
|27562|unprocurable         |3        |
|27563|unproductive         |3        |
|27564|unpromising          |3        |
|27565|unquestioned         |3        |
|27566|unready              |3        |
|27567|unreformed           |3        |
|27568|unrelieved           |3        |
|27569|unresponsive         |3        |
|27570|unrestingly          |3        |
|27571|unreverend           |3        |
|27572|unreverent           |3        |
|27573|unrivalled           |3        |
|27574|unsanctified         |3        |
|27575|unsavory             |3        |
|27576|unscrew              |3        |
|27577|unscrupulousness     |3        |
|27578|unseemliness         |3        |
|27579|unsettle             |3        |
|27580|unsmiling            |3        |
|27581|unsocial             |3        |
|27582|unsolved             |3        |
|27583|unsparing            |3        |
|27584|unspeakably          |3        |
|27585|unstaid              |3        |
|27586|unstinted            |3        |
|27587|unstrung             |3        |
|27588|unsullied            |3        |
|27589|unsupplied           |3        |
|27590|unswept              |3        |
|27591|unsympathetic        |3        |
|27592|untasted             |3        |
|27593|unthinkingly         |3        |
|27594|unthrift             |3        |
|27595|untrained            |3        |
|27596|untrimmed            |3        |
|27597|untrodden            |3        |
|27598|untruth              |3        |
|27599|untruths             |3        |
|27600|unveiling            |3        |
|27601|unwaning             |3        |
|27602|unwed                |3        |
|27603|unwisely             |3        |
|27604|unworthily           |3        |
|27605|unwound              |3        |
|27606|upbraiding           |3        |
|27607|upbraidings          |3        |
|27608|upbraids             |3        |
|27609|upcast               |3        |
|27610|uplift               |3        |
|27611|upsetting            |3        |
|27612|upturning            |3        |
|27613|uranus               |3        |
|27614|ursa                 |3        |
|27615|uselessness          |3        |
|27616|utensils             |3        |
|27617|utilities            |3        |
|27618|utrecht              |3        |
|27619|utterances           |3        |
|27620|va                   |3        |
|27621|vacate               |3        |
|27622|vacuity              |3        |
|27623|vacuum               |3        |
|27624|vagueness            |3        |
|27625|vales                |3        |
|27626|valetudinarian       |3        |
|27627|valueless            |3        |
|27628|vaporous             |3        |
|27629|varnished            |3        |
|27630|vassalage            |3        |
|27631|vastness             |3        |
|27632|vehemency            |3        |
|27633|vellum               |3        |
|27634|velutus              |3        |
|27635|vendible             |3        |
|27636|veniet               |3        |
|27637|ventilation          |3        |
|27638|venuto               |3        |
|27639|vera                 |3        |
|27640|verba                |3        |
|27641|vernacular           |3        |
|27642|vero                 |3        |
|27643|versatility          |3        |
|27644|vertue               |3        |
|27645|vertuous             |3        |
|27646|vesper               |3        |
|27647|vespers              |3        |
|27648|vestals              |3        |
|27649|vestibule            |3        |
|27650|vestiges             |3        |
|27651|vibrates             |3        |
|27652|vicinage             |3        |
|27653|viciously            |3        |
|27654|victorian            |3        |
|27655|victoriously         |3        |
|27656|vied                 |3        |
|27657|viewless             |3        |
|27658|vignettes            |3        |
|27659|villagers            |3        |
|27660|vindicate            |3        |
|27661|vintages             |3        |
|27662|viperous             |3        |
|27663|vipers               |3        |
|27664|virginal             |3        |
|27665|virginals            |3        |
|27666|virgo                |3        |
|27667|virulence            |3        |
|27668|visaged              |3        |
|27669|visards              |3        |
|27670|viscount             |3        |
|27671|visibility           |3        |
|27672|visionaries          |3        |
|27673|visitations          |3        |
|27674|vista                |3        |
|27675|viva                 |3        |
|27676|vivaciously          |3        |
|27677|vive                 |3        |
|27678|voicelessly          |3        |
|27679|volant               |3        |
|27680|volcanic             |3        |
|27681|volubility           |3        |
|27682|voluptuousness       |3        |
|27683|vomited              |3        |
|27684|vor                  |3        |
|27685|vorrei               |3        |
|27686|voyagings            |3        |
|27687|vulgarly             |3        |
|27688|wafting              |3        |
|27689|waggling             |3        |
|27690|wagram               |3        |
|27691|waifs                |3        |
|27692|wailed               |3        |
|27693|wailings             |3        |
|27694|waitress             |3        |
|27695|waived               |3        |
|27696|wakening             |3        |
|27697|walker               |3        |
|27698|walkup               |3        |
|27699|wallenstein          |3        |
|27700|wallop               |3        |
|27701|walsall              |3        |
|27702|wanes                |3        |
|27703|wantest              |3        |
|27704|warble               |3        |
|27705|warbled              |3        |
|27706|warrants             |3        |
|27707|warships             |3        |
|27708|washer               |3        |
|27709|washy                |3        |
|27710|wassail              |3        |
|27711|watchchain           |3        |
|27712|watchdogs            |3        |
|27713|watercarrier         |3        |
|27714|watercloset          |3        |
|27715|waterhole            |3        |
|27716|waterspout           |3        |
|27717|waterworks           |3        |
|27718|waver                |3        |
|27719|wayfarer             |3        |
|27720|waylaid              |3        |
|27721|weake                |3        |
|27722|weaned               |3        |
|27723|wearies              |3        |
|27724|weathercock          |3        |
|27725|weaves               |3        |
|27726|webbed               |3        |
|27727|wedge                |3        |
|27728|wedges               |3        |
|27729|weeke                |3        |
|27730|weightiest           |3        |
|27731|weiss                |3        |
|27732|wellesley            |3        |
|27733|wellinformed         |3        |
|27734|welt                 |3        |
|27735|wenching             |3        |
|27736|werent               |3        |
|27737|wesley               |3        |
|27738|wester               |3        |
|27739|westerly             |3        |
|27740|wham                 |3        |
|27741|wharton              |3        |
|27742|whatyoucallit        |3        |
|27743|wheedling            |3        |
|27744|wheezing             |3        |
|27745|whelan               |3        |
|27746|whelmed              |3        |
|27747|whereunto            |3        |
|27748|wherewithal          |3        |
|27749|wherry               |3        |
|27750|whined               |3        |
|27751|whipper              |3        |
|27752|whirligig            |3        |
|27753|whirr                |3        |
|27754|whirring             |3        |
|27755|whisker              |3        |
|27756|whitish              |3        |
|27757|whitsun              |3        |
|27758|whittle              |3        |
|27759|whooping             |3        |
|27760|whorls               |3        |
|27761|wickedest            |3        |
|27762|wicker               |3        |
|27763|wideleaved           |3        |
|27764|widened              |3        |
|27765|widespread           |3        |
|27766|wights               |3        |
|27767|wigwams              |3        |
|27768|wilfulness           |3        |
|27769|wilhelm              |3        |
|27770|wince                |3        |
|27771|windes               |3        |
|27772|windingsheet         |3        |
|27773|winnowed             |3        |
|27774|wistfully            |3        |
|27775|wistly               |3        |
|27776|witcheries           |3        |
|27777|withers              |3        |
|27778|wittiest             |3        |
|27779|wittily              |3        |
|27780|wittingly            |3        |
|27781|wittles              |3        |
|27782|wived                |3        |
|27783|wiving               |3        |
|27784|wobble               |3        |
|27785|wobbly               |3        |
|27786|woful                |3        |
|27787|wolvish              |3        |
|27788|wombfruit            |3        |
|27789|wonderment           |3        |
|27790|wooded               |3        |
|27791|woodstock            |3        |
|27792|woodwork             |3        |
|27793|wooe                 |3        |
|27794|wooes                |3        |
|27795|wordy                |3        |
|27796|workmanlike          |3        |
|27797|workwoman            |3        |
|27798|wormy                |3        |
|27799|worrying             |3        |
|27800|wots                 |3        |
|27801|wove                 |3        |
|27802|wrastling            |3        |
|27803|wrathfully           |3        |
|27804|wright               |3        |
|27805|wye                  |3        |
|27806|xen                  |3        |
|27807|xvii                 |3        |
|27808|xx                   |3        |
|27809|xxi                  |3        |
|27810|xxii                 |3        |
|27811|xxiii                |3        |
|27812|xxiv                 |3        |
|27813|yaha                 |3        |
|27814|yale                 |3        |
|27815|yankees              |3        |
|27816|yashmak              |3        |
|27817|yce                  |3        |
|27818|yeast                |3        |
|27819|yeats                |3        |
|27820|yellowish            |3        |
|27821|yom                  |3        |
|27822|youngly              |3        |
|27823|youngster            |3        |
|27824|yum                  |3        |
|27825|yumyum               |3        |
|27826|zarathustra          |3        |
|27827|zoology              |3        |
|27828|abase                |2        |
|27829|abased               |2        |
|27830|abatements           |2        |
|27831|abates               |2        |
|27832|abbas                |2        |
|27833|abbots               |2        |
|27834|abbott               |2        |
|27835|abdicated            |2        |
|27836|abdominal            |2        |
|27837|abe                  |2        |
|27838|abeakuta             |2        |
|27839|abeam                |2        |
|27840|abel                 |2        |
|27841|aberration           |2        |
|27842|abetted              |2        |
|27843|abeyance             |2        |
|27844|abided               |2        |
|27845|abigail              |2        |
|27846|abigails             |2        |
|27847|abjects              |2        |
|27848|abnormalities        |2        |
|27849|abominate            |2        |
|27850|aborigines           |2        |
|27851|abortions            |2        |
|27852|abridgement          |2        |
|27853|abroade              |2        |
|27854|abrogate             |2        |
|27855|abruptness           |2        |
|27856|abstainer            |2        |
|27857|abstaining           |2        |
|27858|abstains             |2        |
|27859|abstractedly         |2        |
|27860|abstracts            |2        |
|27861|abstruse             |2        |
|27862|absurdities          |2        |
|27863|abusive              |2        |
|27864|aby                  |2        |
|27865|academe              |2        |
|27866|academes             |2        |
|27867|accentuated          |2        |
|27868|accessories          |2        |
